2,3,Agora,AGO,50937386,7.34,2013-05-20,"Oferta medialna Spółki obejmuje gazety, czasopisma, sieć kin, reklamę zewnętrzną, przedsięwzięcia internetowe i radiowe, a także sprzedaż wyjątkowych kolekcji książek z płytami muzycznymi i filmowymi. Flagowym przedsięwzięciem spółki jest ""Gazeta Wyborcza""  - największa opiniotwórcza gazeta w Polsce. Jest także wydawcą bezpłątnego dziennika ""Metro"".Posiada także dominujące udziały w spółce AMS (reklama Out-Of-Home), Helios S.A. (trzeci operator kin w Polsce). Agora dynamicznie rozwija swoją działalność internetową. Obecnie spółka posiada kilkadziesiąt serwisów tematycznych, ogłoszeniowych, rozrywkowych i społecznościowych skupionych w grupie Gazeta.pl.",PLAGORA00067,16,67372042,3,www.agora.pl,"(022) 555-60-17",investor@agora.pl,"Agora S.A.","Wanda Rapaczyńska","Wydawanie gazet (22.10)","ul. Czerska 8/10, 00-732 Warszawa","<tr><td>Statut spółki :</td><td><a href=""http://www.analizyontime.pl/Statuty/ago.pdf"">Pobierz</a></td></tr>",68063786,2012-06-22,"1. Otwarcie Walnego Zgromadzenia.
2. Wybór Przewodniczącego Walnego Zgromadzenia, komisji skrutacyjnej, przyjęcie porządku obrad oraz inne sprawy organizacyjne.
3. Przedstawienie przez Zarząd rocznego jednostkowego sprawozdania finansowego i sprawozdania Zarządu z działalności Spółki oraz rocznego skonsolidowanego sprawozdania finansowego i sprawozdania z działalności grupy kapitałowej w roku obrotowym 2011.
4. Przedstawienie uchwały Rady Nadzorczej w sprawie zwięzłej oceny sytuacji Spółki w roku obrotowym 2011.
5. Przedstawienie uchwały Rady Nadzorczej w sprawie wyników z oceny sprawozdań finansowych oraz wniosku Zarządu co do podziału zysku.
6. Rozpatrzenie i zatwierdzenie rocznego jednostkowego sprawozdania finansowego i sprawozdania Zarządu z działalności Spółki w roku obrotowym 2011.
7. Rozpatrzenie i zatwierdzenie rocznego skonsolidowanego sprawozdania finansowego i sprawozdania Zarządu z działalności grupy kapitałowej w roku obrotowym 2011.
8. Podjęcie uchwały w sprawie podziału zysku za rok obrotowy 2011 oraz wypłaty dywidendy.
9. Podjęcie uchwał w sprawie udzielenia członkom Zarządu absolutorium z wykonania przez nich obowiązków w roku obrotowym 2011.
10. Przedstawienie sprawozdania z działalności Rady Nadzorczej Agory S.A. zawierającego ocenę pracy Rady Nadzorczej w roku obrotowym 2011.
11. Podjęcie uchwał w sprawie udzielenia członkom Rady Nadzorczej absolutorium z wykonania przez nich obowiązków w roku obrotowym 2011.
12. Zatwierdzenie powołania w drodze kooptacji nowych członków Zarządu.
13. Zamknięcie obrad.",2012-08-01,316525.8467500001
3,3,"Asseco Poland",ACP,83000303,41.7,2013-05-20,"Asseco Poland S.A. jest największą spółką informatyczną notowaną na GPW w Warszawie. Jako międzynarodowy integrator IT, spółka jest ważnym graczem na europejskim rynku producentów oprogramowania. Grupa Asseco znalazła się w pierwszej dziesiątce w rankingu ""TOP100 European Software Vendors"" (Truffle Capital 2011). Skupia się na produkcji i rozwoju innowacyjnego oprogramowania i jako największy software house z polskim kapitałem skutecznie konkuruje z liderami rynku światowego. Jako jedna z nielicznych firm w Polsce, Asseco Poland S.A. buduje i wdraża scentralizowane, kompleksowe systemy informatyczne dla sektora bankowego, z których korzysta ponad połowa banków działających w naszym kraju. Poprzez swoje spółki zależne oferuje również zaawansowane rozwiązania dla instytucji ubezpieczeniowych, wdrożone w największych firmach tego sektora na świecie. Stworzyła dedykowane systemy dla administracji publicznej, m.in. dla Zakładu Ubezpieczeń Społecznych, Agencji Restrukturyzacji i Modernizacji Rolnictwa czy Ministerstwa Spraw Wewnętrznych i Administracji. Oferta spółki skierowana jest także do branży energetycznej, telekomunikacji, służby zdrowia, samorządów lokalnych, rolnictwa i służb mundurowych oraz organizacji i instytucji międzynarodowych, takich jak NATO czy FRONTEX. Szerokie i udokumentowane kompetencje w zakresie rozwiązań ERP i Business Intelligence pokrywają wszystkie sektory gospodarki dopełniając ofertę produktową Asseco Poland S.A. i stawiają ją w gronie najbardziej wszechstronnych dostawców IT. Asseco Poland S.A. jest liderem międzynarodowej Grupy Asseco, skupiającej rentowne firmy informatyczne z całego świata.",PLSOFTB00016,12,132102,2,www.asseco.pl,"(17) 888-55-55","inwestor@asseco.pl; info@asseco.pl; pr@asseco.pl","Asseco Poland S.A.","Adam Góral","Doradztwo w zakresie oprogramowania i dostarczanie oprogramowania (72.20)","ul. Olchowa 14, 35-322 RZESZÓW","<tr><td>Statut spółki :</td><td><a href=""http://www.analizyontime.pl/Statuty/acp.pdf"">Pobierz</a></td></tr>",83000303,2013-04-24,"1. Otwarcie obrad i wybór Przewodniczącego Walnego Zgromadzenia.
2. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia i jego zdolności do podejmowania uchwał, powołanie Komisji Skrutacyjnej.
3. Przyjęcie porządku obrad.
4. Rozpatrzenie sprawozdania z działalności Asseco Poland S.A. w roku obrotowym 2012.
5. Rozpatrzenie sprawozdania finansowego Asseco Poland S.A. za rok obrotowy 2012.
6. Zapoznanie się z treścią opinii i raportem biegłego rewidenta z badania sprawozdania finansowego Asseco Poland S.A. za rok obrotowy 2012.
7. Zapoznanie się z treścią sprawozdania Rady Nadzorczej Asseco Poland S.A. z działalności Rady Nadzorczej w roku obrotowym 2012 i z oceny sytuacji Spółki oraz z treścią Sprawozdania Rady Nadzorczej dotyczącego oceny sprawozdań z działalności Spółki i Grupy Kapitałowej Asseco Poland S.A. w roku obrotowym 2012 i oceny sprawozdań finansowych Spółki i Grupy Kapitałowej Asseco Poland S.A. za rok obrotowy 2012 oraz wniosku Zarządu w sprawie podziału zysku za rok obrotowy 2012.
8. Podjęcie uchwał w sprawie zatwierdzenia sprawozdania z działalności Asseco Poland S.A. oraz zatwierdzenia sprawozdania finansowego Spółki Asseco Poland S.A.za rok obrotowy 2012.
9. Rozpatrzenie sprawozdania z działalności Grupy Kapitałowej Asseco Poland S.A. oraz sprawozdania finansowego Grupy Kapitałowej Asseco Poland S.A. za rok obrotowy 2012.
10. Zapoznanie się z treścią opinii i raportem biegłego rewidenta z badania sprawozdania finansowego Grupy Kapitałowej Asseco Poland S.A. za rok obrotowy 2012.
11. Podjęcie uchwały w sprawie zatwierdzenia sprawozdania z działalności Grupy Kapitałowej Asseco Poland S.A. w roku obrotowym 2012 oraz zatwierdzenia sprawozdania finansowego Grupy Kapitałowej Asseco Poland S.A. za rok obrotowy 2012.
12. Podjęcie uchwał w sprawie udzielenia absolutorium Członkom Zarządu Asseco Poland S.A. z wykonania przez nich obowiązków w roku obrotowym 2012.
13. Podjęcie uchwał w sprawie udzielenia absolutorium Członkom Rady Nadzorczej Asseco Poland S.A. z wykonania przez nich obowiązków w roku obrotowym 2012.
14. Podjęcie uchwały w sprawie podziału zysku wypracowanego przez Asseco Poland S.A. w roku obrotowym 2012 i wypłaty dywidendy.
15. Zamknięcie obrad.",2012-08-01,11324190.51475
4,3,Bioton,BIO,8386785174,0.04,2013-05-20,"Spółka zajmuje się produkcją oraz dystrybucją produktów biotechnologocznych oraz leków generycznych. Dynamicznie rozwijająca się, wytwarzając nowoczesne leki, wśród nich rekombinowaną insulinę ludzką i jej formy farmaceutyczne, preparaty z grupy antybiotyków cefalosporynowych, aminoglikozydowych oraz makrolidowych.",PLBIOTN00029,25,10,3,www.bioton.pl,"(022) 721-40-00",info@bioton.pl,"Bioton S.A.","Sławomir Ziegert","Produkcja podstawowych substancji farmaceutycznych (21.10)","ul. Starościńska 5, 02-516 Warszawa","<tr><td>Statut spółki :</td><td><a href=""http://www.analizyontime.pl/Statuty/BIO.pdf"">Pobierz</a></td></tr>",8386785174,2013-04-03,"1. Otwarcie obrad NWZ;
2. Sporządzenie listy obecności, stwierdzenie prawidłowości zwołania NWZ i jego zdolności do podejmowania uchwał;
3. Przyjęcie porządku obrad NWZ;
4. Podjęcie uchwały w sprawie emisji warrantów subskrypcyjnych, warunkowego podwyższenia kapitału zakładowego Spółki, wyłączenia prawa poboru dotychczasowych akcjonariuszy Spółki oraz zmiany Statutu Spółki;
5. Zamknięcie obrad NWZ.",2012-08-01,466531.8140000001
5,3,"BRE Bank",BRE,42141986,371,2013-05-20,"Spółka zaliczana jest do grona największych instytucji finansowych w Polsce. Należy do czołówki banków inwestycyjnych specjalizujących się w kompleksowej obsłudze przedsiębiorstw. Poprzez platformy MultiBank i mBank obecny jest również na rynku detalicznych.",PLBRE0000012,2,4102,2,www.brebank.com.pl,"(22) 829-00-00",relacje.inwestorskie@brebank.pl,"BRE Bank S.A.","Cezary Stypułkowski","Działalność bankowa (65.12)","ul. Senatorska 18, 00-950 Warszawa","<tr><td>Statut spółki :</td><td><a href=""http://www.analizyontime.pl/Statuty/bre.pdf"">Pobierz</a></td></tr>",42141986,2013-04-11,"1. Otwarcie obrad.
2. Wybór Przewodniczącego Zgromadzenia.
3. Wybór Komisji Skrutacyjnej.
4. Wystąpienie Prezesa Zarządu BRE Banku SA, przedstawienie sprawozdania Zarządu z działalności BRE Banku SA oraz sprawozdania finansowego BRE Banku SA za rok obrotowy 2012, sprawozdania Zarządu dotyczącego działalności Grupy BRE Banku oraz skonsolidowanego sprawozdania finansowego Grupy BRE Banku za rok 2012.
5. Wystąpienie Przewodniczącego Rady Nadzorczej BRE Banku SA i przedstawienie sprawozdania Rady Nadzorczej wraz z zaprezentowaniem aktualnej sytuacji BRE Banku SA.
6. Rozpatrzenie sprawozdania Zarządu BRE Banku SA, sprawozdania Rady Nadzorczej BRE Banku SA oraz sprawozdania finansowego BRE Banku SA za rok 2012.
7. Rozpatrzenie sprawozdania Zarządu dotyczącego działalności Grupy BRE Banku oraz skonsolidowanego sprawozdania finansowego Grupy BRE Banku za rok 2012.
8. Podjęcie uchwał w sprawach:
1) zatwierdzenia sprawozdania Zarządu BRE Banku SA oraz sprawozdania finansowego BRE Banku SA za rok 2012,
2) podziału zysku za rok 2012,
3)-11) udzielenia absolutorium członkom Zarządu BRE Banku SA,
12) zatwierdzenia powołania Członka Rady Nadzorczej w trybie § 19 ust. 3 Statutu BRE Banku SA,
13)-24)udzielenia absolutorium członkom Rady Nadzorczej BRE Banku SA,
25) zatwierdzenia sprawozdania Zarządu dotyczącego działalności Grupy BRE Banku oraz skonsolidowanego sprawozdania finansowego Grupy BRE Banku za rok 2012,
26) zmiany firmy BRE Banku SA,
27) zmiany Statutu BRE Banku SA,
28) zmiany Stałego Regulaminu Walnego Zgromadzenia BRE Banku SA,
29) zmiany uchwały nr 20 XXI Zwyczajnego Walnego Zgromadzenia BRE Bank SA z dnia 14 marca 2008 r. w sprawie ustalenia zasad przeprowadzenia przez BRE Bank SA programu motywacyjnego,
30) zmiany uchwały nr 21 XXI Zwyczajnego Walnego Zgromadzenia BRE Bank SA z dnia 14 marca 2008 r. w sprawie emisji obligacji z prawem pierwszeństwa do objęcia akcji spółki BRE Bank SA oraz warunkowego podwyższenia kapitału zakładowego w drodze emisji akcji z wyłączeniem prawa poboru dotychczasowych akcjonariuszy, w celu umożliwienia objęcia akcji BRE Banku SA osobom biorącym udział w programie motywacyjnym oraz w sprawie ubiegania się o dopuszczenie akcji do obrotu na rynku regulowanym oraz dematerializacji akcji,
31) zmiany uchwały nr 2 XVI Nadzwyczajnego Walnego Zgromadzenia BRE Banku SA z dnia 27 października 2008 r. w sprawie ustalenia zasad przeprowadzenia przez BRE Bank SA programu pracowniczego,
32) zmiany uchwały nr 3 XVI Nadzwyczajnego Walnego Zgromadzenia BRE Banku SA z dnia 27 października 2008 r. w sprawie emisji obligacji z prawem pierwszeństwa do objęcia akcji spółki BRE Bank SA oraz warunkowego podwyższenia kapitału zakładowego w drodze emisji akcji z wyłączeniem prawa poboru dotychczasowych akcjonariuszy, w celu umożliwienia objęcia akcji Banku osobom biorącym udział w programie pracowniczym oraz w sprawie ubiegania się o dopuszczenie akcji do obrotu na rynku regulowanym oraz dematerializacji akcji,
33) określenia liczby członków Rady Nadzorczej BRE Banku SA,
34) wyboru członków Rady Nadzorczej BRE Banku SA,
35) wyboru audytora do badania sprawozdań finansowych BRE Banku SA oraz Grupy BRE Banku za lata 2013-2014.",2012-08-01,6239924.8599999985
6,3,"Bank Zachodni WBK",BZW,93545089,268,2013-05-20,"Bank Zachodni WBK S.A. jest komercyjnym bankiem uniwersalnym, oferującym szeroki zakres usług bankowych dla osób fizycznych i prawnych w obrocie krajowym i zagranicznym. Bank powstał w 2001 w wyniku połączenia Banku Zachodniego i Wielkopolskiego Banku Kredytowego. Sieć placówek Banku jest zlokalizowana przede wszystkim w zachodniej części kraju oraz w najważniejszych centrach gospodarczych Polski.",PLBZ00000044,2,4096,2,www.bzwbk.pl,"(71) 370-10-00","rzecznik.prasowy@bzwbk.pl; inwestor.relations@bzwbk.pl","Bank Zachodni WBK S.A.","Mateusz Morawiecki","Działalność bankowa (65.12)","Rynek 9/11, 50-950 Wrocław","<tr><td>Statut spółki :</td><td><a href=""http://www.analizyontime.pl/Statuty/bzw.pdf"">Pobierz</a></td></tr>",93545089,2012-07-30,"1. Otwarcie Nadzwyczajnego Walnego Zgromadzenia.
2. Wybór Przewodniczącego Nadzwyczajnego Walnego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Nadzwyczajnego Walnego Zgromadzenia oraz zdolności do podejmowania uchwał.
4. Przyjęcie porządku obrad.
5. Przedstawienie istotnych elementów treści planu połączenia, sprawozdania Zarządu z dnia 11 maja 2012 r. uzasadniającego połączenie, opinii biegłego oraz wszelkich istotnych zmian w zakresie aktywów i pasywów, które nastąpiły między dniem sporządzenia Planu Połączenia a dniem powzięcia uchwały o połączeniu.
6. Podjęcie uchwały w sprawie połączenia Banku Zachodniego WBK S.A. z Kredyt Bankiem S.A., podwyższenia kapitału zakładowego Banku Zachodniego WBK S.A., zmiany statutu Banku Zachodniego WBK S.A., dematerializacji akcji serii J Banku Zachodniego WBK S.A. oraz ubiegania się o ich dopuszczenie i wprowadzenie do obrotu na rynku regulowanym prowadzonym przez Giełdę Papierów Wartościowych w Warszawie S.A.
7. Zamknięcie Nadzwyczajnego Walnego Zgromadzenia.",2012-08-01,16592422.921249997
7,3,"Rovese (Cersanit)",RSE,811440159,1.5,2013-05-20,"ROVESE S.A. to jedna z wiodących firm produkcyjnych na rynku europejskim z polskim kapitałem. Przedmiotem podstawowej działalności Grupy Rovese jest produkcja i dystrybucja wyrobów wykorzystywanych do wykańczania i wyposażenia łazienek (produktów ceramiki sanitarnej, płytek ceramicznych, kabin prysznicowych, wanien i brodzików akrylowych, mebli łazienkowych oraz innych artykułów około łazienkowych). Od 1998 roku spółka notowana jest na Giełdzie Papierów Wartościowych w Warszawie. Działalność Grupy Kapitałowej Rovese prowadzona jest na rynku polskim oraz poza granicami kraju. Głównym kierunkiem zagranicznej sprzedaży są rynki Europy Wschodniej (Rosja, Ukraina) oraz kraje Unii Europejskiej (m. in. Litwa, Łotwa, Estonia, Czechy, Słowacja, Węgry, Rumunia, Bułgaria, Niemcy, Francja, Wielka Brytania, Irlandia, Szwecja, Dania). Grupa Kapitałowa Rovese prowadzi działania zmierzające do rozszerzenia działalności na rynkach zagranicznych.",PLCRSNT00011,27,18,3,www.cersanit.com.pl,"(041) 315-80-03",cersanit@cersanit.com.pl,"Rovese S.A.","Wojciech Stankiewicz","Produkcja ceramicznych materiałów budowlanych (23.30)","ul. Zagnańska 27, 25-528 Kielce","<tr><td>Statut spółki :</td><td><a href=""http://www.analizyontime.pl/Statuty/cst.pdf"">Pobierz</a></td></tr>",811440159,2012-07-20,"1. Otwarcie Walnego Zgromadzenia;
2. Wybór Przewodniczącego Walnego Zgromadzenia;
3. Sporządzenie listy obecności;
4. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia i jego zdolności  do podejmowania uchwał;
5. Przyjęcie porządku obrad;
6. Podjęcie uchwał w przedmiocie:
I. podwyższenia kapitału zakładowego Spółki w drodze emisji akcji serii I, z zachowaniem prawa poboru dotychczasowych Akcjonariuszy Spółki przypadającego na dzień 28 sierpnia 2012 roku wraz z upoważnieniem dla Zarządu do określenia ceny emisyjnej akcji serii I
II. wyrażenia zgody na wprowadzenie akcji serii I do obrotu zorganizowanego i notowań giełdowych, dematerializacji akcji serii I
III. upoważnienia Rady Nadzorczej do uchwalenia jednolitego zmienionego tekstu Statutu Spółki;
7. Wolne wnioski.
8. Zamknięcie Walnego Zgromadzenia.",2012-08-01,1571250.163875
8,5,CEZ,CEZ,537989759,88.9,2013-05-20,"Spółka zajmuje się produkcją Energii elektrycznej oraz jej dystrybucja i sprzedaż, łącznie z udzieleniem współzależnych usług pomocniczych. Spółka zajmuje się także produkcją, dystrybucją i sprzedażą ciepła, wydobyciem i przerobem surowców, inżynierią budowlaną, konserwacją i rozszerzaniem elektrowni oraz sieci dystrybucji.",CZ0005112300,6,67174402,2,www.cez.cz,"(420) 211-041-111",cez@cez.cz,"CEZ a.s.","Daniel Benes","Wytwarzanie i dystrybucja energii elektrycznej (40.10)","Duhova 2/1444, 140 53 Praha 4","<tr><td>Statut spółki :</td><td><a href=""http://www.analizyontime.pl/Statuty/cez.pdf"">Pobierz</a></td></tr>",537989759,,,2012-08-01,764529.0103750001
9,3,"Getin Holding",GTN,732800434,2.55,2013-05-20,"Spółka inwestuje w podmioty  o dużym potencjale rozwoju, działające w sektorze usług finansowych dla klientów indywidualnych oraz mikro i małych przedsiębiorstw. W skład GGetin Holding S.A. wchodzą m.in. firmy: Getin Noble Bank SA, GETIN Leasing, Inrofactor, Open Finance.",PLGSPR000014,2,10,2,www.getin.pl,"(071) 797-77-00",gielda@getin.pl,"Getin Holding S.A.","Rafał Juszczak","Pośrednictwo finansowe (65.23)","ul. Powstańców Śl. 2-4, 53-333 Wrocław","<tr><td>Statut spółki :</td><td><a href=""http://www.analizyontime.pl/Statuty/gtn.pdf"">Pobierz</a></td></tr>",732800434,2013-04-17,"1. Otwarcie obrad.
2. Wybór Przewodniczącego.
3. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
4. Przyjęcie porządku obrad.
5. Przedstawienie dokonanej przez Radę Nadzorczą zwięzłej oceny sytuacji Spółki zawierającej ocenę systemu kontroli wewnętrznej i systemu zarządzania ryzykiem istotnym dla Spółki oraz sprawozdania z działalności Rady Nadzorczej za rok obrotowy 2012 i dokonanej przez Radę Nadzorczą oceny sprawozdania Zarządu z działalności Spółki i sprawozdania finansowego za rok obrotowy 2012, a także oceny wniosku Zarządu dotyczącego podziału zysku.
6. Podjęcie uchwały w sprawie zatwierdzenia dokonanej przez Radę Nadzorczą zwięzłej oceny sytuacji Spółki zawierającej ocenę systemu kontroli wewnętrznej i systemu zarządzania ryzykiem istotnym dla Spółki, sprawozdania z działalności Rady Nadzorczej za rok obrotowy 2012 oraz oceny sprawozdania Zarządu z działalności Spółki i sprawozdania finansowego za rok obrotowy 2012 a także oceny wniosku Zarządu dotyczącego podziału zysku.
7. Podjęcie uchwały w sprawie rozpatrzenia i zatwierdzenia sprawozdania Zarządu z działalności Spółki za rok obrotowy 2012.
8. Podjęcie uchwały w sprawie rozpatrzenia i zatwierdzenia sprawozdania finansowego Spółki za rok obrotowy 2012.
9. Podjęcie uchwały w sprawie rozpatrzenia i zatwierdzenia sprawozdania Zarządu z działalności Grupy Kapitałowej Getin Holding za rok obrotowy 2012.
10. Podjęcie uchwały w sprawie rozpatrzenia i zatwierdzenia skonsolidowanego sprawozdania finansowego Grupy Kapitałowej Getin Holding za rok obrotowy 2012.
11. Podjęcie uchwał w sprawie udzielenia członkom Zarządu absolutorium z wykonywania obowiązków za rok obrotowy 2012.
12. Podjęcie uchwał w sprawie udzielenia członkom Rady Nadzorczej absolutorium z wykonywania obowiązków za rok obrotowy 2012.
13. Podjęcie uchwał w sprawie powołania członków Rady Nadzorczej Spółki na nową kadencję.
14. Rozpatrzenie wniosku Zarządu dotyczącego podziału zysku.
15. Podjęcie uchwały w sprawie podziału zysku za rok obrotowy 2012, a w przypadku podjęcia uchwały dotyczącej wypłaty dywidendy, podjęcie uchwały w sprawie ustalenia dnia dywidendy i terminu wypłaty dywidendy.
16. Podjęcie uchwały w sprawie przeznaczenia środków z kapitału zapasowego na rozliczenie kosztów nabycia akcji własnych i ich umorzenia.
17. Podjęcie uchwały w sprawie umorzenia akcji.
18. Podjęcie uchwały w sprawie zmiany oznaczenia serii akcji, obniżenia kapitału zakładowego oraz zmiany Statutu Spółki.
19. Podjęcie uchwały w sprawie przyjęcia tekstu jednolitego Statutu Spółki.
20. Zamknięcie obrad.",2012-08-01,1755652.5582500002
10,3,"Globe Trade Center",GTC,319372990,7.35,2013-05-20,"Grupa Kapitałowa Globe Trade Centre S.A. (""GTC"") jest jednym z czołowych deweloperów w Europie Środkowej, Wschodniej i Południowej. Obecnie aktywnie działa w Polsce, na Węgrzech, Czechach, w Rumunii, Serbii, Chorwacji, Słowacji, Bułgarii, Rosji i na Ukrainie. Została założona w 1994 r. i jest obecna na rynkach międzynarodowych od ponad 15 lat. Grupa posiada portfel nieruchomości składający się z inwestycji w czterech sektorach rynku nieruchomości: (i) budynki i centra biurowe, (ii) centra handlowe, (iii) projekty mieszkaniowe i (iv) działki budowlane. Od momentu założenia GTC wybudowała ponad milion metrów kwadratowych powierzchni netto i sprzedała z sukcesem ponad piętnaście projektów. Obecnie w portfelu nieruchomości znajdują się 124 projekty (zarówno ukończone jak i na różnych etapach budowy) w głównych miastach Europy Środkowej, Wschodniej i Południowej o łącznej wartości 8.856.865 zł na dzień 31 grudnia 2011 r.",PLGTC0000037,5,32774,2,www.gtc.com.pl,"(022) 606-07-00",ir@gtc.com.pl,"Globe Trade Centre S.A.","Alain Ickovicks","Wynajem nieruchomości własnych i dzierżawionych (70.20)","ul. Wołowska 5, 02-675 Warszawa","<tr><td>Statut spółki :</td><td><a href=""http://www.analizyontime.pl/Statuty/gtc.pdf"">Pobierz</a></td></tr>",319372990,2013-04-24,"1. Otwarcie Walnego Zgromadzenia;
2. Wybór Przewodniczącego Walnego Zgromadzenia;
3. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał i przyjęcie porządku obrad;
4. Podjecie uchwały w sprawie rozpatrzenia i zatwierdzenia sprawozdania finansowego Spółki za rok obrotowy 2012 oraz sprawozdania Zarządu z działalności Spółki w roku obrotowym 2012;
5. Podjęcie uchwały w sprawie rozpatrzenia i zatwierdzenia skonsolidowanego sprawozdania finansowego Grupy Kapitałowej Spółki za rok obrotowy 2012 oraz sprawozdania Zarządu z działalności Grupy Kapitałowej Spółki w roku obrotowym 2012;
6. Rozpatrzenie wniosku Zarządu Spółki w sprawie pokrycia starty za rok obrotowy 2012 oraz podjecie uchwały w sprawie pokrycia straty za rok obrotowy 2012;
7. Podjecie uchwał w sprawie udzielenia absolutorium członkom Zarządu Spółki z wykonywanych przez nich obowiązków w roku obrotowym 2012;
8. Podjecie uchwał w sprawie udzielenia absolutorium członkom Rady Nadzorczej Spółki z wykonywanych przez nich obowiązków w roku obrotowym 2012;
9. Podjęcie uchwały w sprawie wyrażenia zgody na zbycie przez Spółkę części należących do niej nieruchomości;
10. Podjęcie uchwały w sprawie powołania Członka Niezależnego Rady Nadzorczej;
11. Podjęcie uchwał w sprawie przyznania wynagrodzenia członkom Rady Nadzorczej;
12. Zamknięcie Walnego Zgromadzenia.",2012-08-01,3458007.12375
11,3,"KGHM Polska Miedź",KGH,200000000,138,2013-05-20,"Spółka jest szóstym producentem miedzi elektrolitycznej i drugim srebra na świecie. Posiada bezpośrednio udziały i akcje w 19 spółkach, działających w różnych obszarach produkcyjno-usługowych.Grupa liczy ponad 30 spółek, które prowadzą głównie działalność wspomagającą podstawowy ciąg technologiczny KGHM. Istotnymi aktywami są także akcje spółek telekomunikacyjnych.",PLKGHM000017,44,12583942,2,www.kghm.pl,"(076) 74-78-301",ir@kghm.pl,"KGHM Polska Miedź S.A.","Herbert Wirth","Kopalnictwo rud metali nieżelaznych (13.20)","ul. Marii Skłodowskiej-Curie 48, 59-301 Lubin","<tr><td>Statut spółki :</td><td><a href=""http://www.analizyontime.pl/Statuty/kgh.pdf"">Pobierz</a></td></tr>",200000000,2012-11-21,"1) Otwarcie Nadzwyczajnego Walnego Zgromadzenia.
2) Wybór Przewodniczącego Nadzwyczajnego Walnego Zgromadzenia.
3) Stwierdzenie prawidłowości zwołania Nadzwyczajnego Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
4) Przyjęcie porządku obrad.
5) Podjęcie uchwał w sprawie powołania członków Rady Nadzorczej KGHM Polska Miedź S.A. wybieranych przez pracowników Spółki.
6) Zamknięcie obrad.",2012-08-01,129637935.32437499
